test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,sat-challenge-api,00:00:30,sat-challenge-api,31770,31770,0,1059,2.47,11.32,147.01,10.01,14.76,19.14,25.87,5.38,0,0,0,0
