test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,sat-challenge-api,00:00:30,sat-challenge-api,16806,16806,0,560.2,2.92,21.4,128.86,19.36,26.78,37.63,49.06,9.29,0,0,0,0
